Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"colors-of-aria-red","Colors of Aria","Red","Compendium of Rathe","PEN206",,,,0,,,,
"colors-of-aria-red","Colors of Aria","Red","Compendium of Rathe","PEN206",,Rainbow,,0,,,,
"colors-of-aria-red","Colors of Aria","Red","Promos","FAB426",,Cold,Extended Art,,,,,
"colossal-bearing-red","Colossal Bearing","Red","Heavy Hitters","HVY062",,,,5,,,2,
"colossal-bearing-red","Colossal Bearing","Red","Heavy Hitters","HVY062",,Rainbow,,0,,,0,
"colossal-bearing-red","Colossal Bearing","Red","Round the Table: TCC x LSS","TCC034",,,,,,,,
"combustible-courier-red","Combustible Courier","Red","History Pack 1","1HP202",,,,7,,,7,
"combustible-courier-red","Combustible Courier","Red","Crucible of War","CRU109",Unlimited,,,4,,,2,
"combustible-courier-red","Combustible Courier","Red","Crucible of War","CRU109",Unlimited,Rainbow,,1,,,0,
"combustible-courier-red","Combustible Courier","Red","Crucible of War","CRU109",First,,,,,,,
"combustible-courier-red","Combustible Courier","Red","Crucible of War","CRU109",First,Rainbow,Alternate Text,,,,,
"combustible-courier-yellow","Combustible Courier","Yellow","History Pack 1","1HP203",,,,7,,,7,
"combustible-courier-yellow","Combustible Courier","Yellow","Crucible of War","CRU110",Unlimited,,,4,,,1,
"combustible-courier-yellow","Combustible Courier","Yellow","Crucible of War","CRU110",Unlimited,Rainbow,,0,,,0,
"combustible-courier-yellow","Combustible Courier","Yellow","Crucible of War","CRU110",First,,,,,,,
"combustible-courier-yellow","Combustible Courier","Yellow","Crucible of War","CRU110",First,Rainbow,Alternate Text,,,,,
"combustible-courier-blue","Combustible Courier","Blue","History Pack 1","1HP204",,,,4,,,4,
"combustible-courier-blue","Combustible Courier","Blue","Crucible of War","CRU111",Unlimited,,,4,,,1,
"combustible-courier-blue","Combustible Courier","Blue","Crucible of War","CRU111",Unlimited,Rainbow,,0,,,0,
"combustible-courier-blue","Combustible Courier","Blue","Crucible of War","CRU111",First,,,,,,,
"combustible-courier-blue","Combustible Courier","Blue","Crucible of War","CRU111",First,Rainbow,Alternate Text,,,,,
"combustion-point-red","Combustion Point","Red","Uprising","UPR050",,,,3,,,0,
"combustion-point-red","Combustion Point","Red","Uprising","UPR050",,Rainbow,,0,,,0,
"come-to-fight-red","Come to Fight","Red","Outsiders","OUT222",,,,12,,,11,
"come-to-fight-red","Come to Fight","Red","History Pack 1","1HP414",,,,4,,,4,
"come-to-fight-red","Come to Fight","Red","Arcane Rising","ARC203",Unlimited,,,5,,,3,
"come-to-fight-red","Come to Fight","Red","Arcane Rising","ARC203",Unlimited,Rainbow,,1,,,0,
"come-to-fight-red","Come to Fight","Red","Arcane Rising","ARC203",First,,,,,,,
"come-to-fight-red","Come to Fight","Red","Arcane Rising","ARC203",First,Rainbow,Alternate Text,,,,,
"come-to-fight-yellow","Come to Fight","Yellow","Outsiders","OUT223",,,,8,,,7,
"come-to-fight-yellow","Come to Fight","Yellow","History Pack 1","1HP415",,,,5,,,5,
"come-to-fight-yellow","Come to Fight","Yellow","Arcane Rising","ARC204",Unlimited,,,5,,,3,
"come-to-fight-yellow","Come to Fight","Yellow","Arcane Rising","ARC204",Unlimited,Rainbow,,1,,,0,
"come-to-fight-yellow","Come to Fight","Yellow","Arcane Rising","ARC204",First,,,,,,,
"come-to-fight-yellow","Come to Fight","Yellow","Arcane Rising","ARC204",First,Rainbow,Alternate Text,,,,,
"come-to-fight-blue","Come to Fight","Blue","Outsiders","OUT224",,,,13,,,12,
"come-to-fight-blue","Come to Fight","Blue","Classic Battles: Rhinar vs Dorinthea","RVD024",,,,,,,,
"come-to-fight-blue","Come to Fight","Blue","History Pack 1","1HP416",,,,4,,,4,
"come-to-fight-blue","Come to Fight","Blue","Arcane Rising","ARC205",Unlimited,,,5,,,2,
"come-to-fight-blue","Come to Fight","Blue","Arcane Rising","ARC205",Unlimited,Rainbow,,0,,,0,
"come-to-fight-blue","Come to Fight","Blue","Arcane Rising","ARC205",First,,,,,,,
"come-to-fight-blue","Come to Fight","Blue","Arcane Rising","ARC205",First,Rainbow,Alternate Text,,,,,
"comeback-kicks","Comeback Kicks","","Compendium of Rathe","PEN288",,,,2,,,1,
"comeback-kicks","Comeback Kicks","","Compendium of Rathe","PEN288",,Cold,,0,,,0,
"comeback-kid-red","Comeback Kid","Red","Super Slam","SUP027",,,,1,,,0,
"comeback-kid-red","Comeback Kid","Red","Super Slam","SUP027",,Rainbow,,0,,,0,
"comeback-kid-red","Comeback Kid","Red","Promos","FAB377",,Rainbow,Extended Art,,,,,
"comeback-kid-yellow","Comeback Kid","Yellow","Super Slam","SUP028",,,,2,,,0,
"comeback-kid-yellow","Comeback Kid","Yellow","Super Slam","SUP028",,Rainbow,,0,,,0,
"comeback-kid-yellow","Comeback Kid","Yellow","Promos","FAB378",,Rainbow,Extended Art,,,,,
"comeback-kid-blue","Comeback Kid","Blue","Armory Deck: Pleiades","APS017",,,,,,,,
"comeback-kid-blue","Comeback Kid","Blue","Super Slam","SUP029",,,,0,,,0,
"comeback-kid-blue","Comeback Kid","Blue","Super Slam","SUP029",,Rainbow,,1,,,0,
"comeback-kid-blue","Comeback Kid","Blue","Promos","FAB379",,Rainbow,Extended Art,,,,,
"comet-collision-red","Comet Collision","Red","Omens of the Third Age","OMN109",,,,4,,,1,
"comet-collision-red","Comet Collision","Red","Omens of the Third Age","OMN109",,Rainbow,,0,,,0,
"comet-collision-yellow","Comet Collision","Yellow","Omens of the Third Age","OMN110",,,,2,,,0,
"comet-collision-yellow","Comet Collision","Yellow","Omens of the Third Age","OMN110",,Rainbow,,1,,,0,
"comet-collision-blue","Comet Collision","Blue","Omens of the Third Age","OMN111",,,,5,,,2,
"comet-collision-blue","Comet Collision","Blue","Omens of the Third Age","OMN111",,Rainbow,,0,,,0,
"comet-storm--shock-red","Comet Storm // Shock","Red","Rosetta","ROS024",,,,3,,,0,
"comet-storm--shock-red","Comet Storm // Shock","Red","Rosetta","ROS024",,Rainbow,,0,,,0,
"comet-storm--shock-red","Comet Storm // Shock","Red","Oscilio Blitz Deck","OSC013",,,,,,,,
"comet-storm--shock-red","Comet Storm // Shock","Red","Promos","LGS335",,Cold,,1,,,0,
"command-and-conquer-red","Command and Conquer","Red","Compendium of Rathe","PEN319",,,Alternate Art,0,,,,
"command-and-conquer-red","Command and Conquer","Red","The Hunted","HNT260",,,Alternate Art,,,,,
"command-and-conquer-red","Command and Conquer","Red","The Hunted","HNT260",,Rainbow,Alternate Art,,,,,
"command-and-conquer-red","Command and Conquer","Red","Dynasty","DYN000",,Cold,Alternate Art,,,,,
"command-and-conquer-red","Command and Conquer","Red","History Pack 1","1HP360",,,,2,,,0,
"command-and-conquer-red","Command and Conquer","Red","Arcane Rising","ARC159",Unlimited,,,1,,,0,
"command-and-conquer-red","Command and Conquer","Red","Arcane Rising","ARC159",Unlimited,Rainbow,,0,,,0,
"command-and-conquer-red","Command and Conquer","Red","Arcane Rising","ARC159",First,,,,,,,
"command-and-conquer-red","Command and Conquer","Red","Arcane Rising","ARC159",First,Rainbow,,,,,,
"command-and-conquer-red","Command and Conquer","Red","Promos","FAB278",,Rainbow,Alternate Art,,,,,
"command-and-conquer-red","Command and Conquer","Red","Promos","ANQ009",,Rainbow,Alternate Art,,,,,
"command-respect-red","Command Respect","Red","Heavy Hitters","HVY071",,,,9,,,7,
"command-respect-red","Command Respect","Red","Heavy Hitters","HVY071",,Rainbow,,1,,,0,
"command-respect-red","Command Respect","Red","Victor Blitz Deck","VIC008",,,,,,,,
"command-respect-red","Command Respect","Red","Betsy Blitz Deck","BET008",,,,,,,,
"command-respect-yellow","Command Respect","Yellow","Heavy Hitters","HVY072",,,,8,,,6,
"command-respect-yellow","Command Respect","Yellow","Heavy Hitters","HVY072",,Rainbow,,1,,,0,
"command-respect-blue","Command Respect","Blue","Heavy Hitters","HVY073",,,,8,,,7,
"command-respect-blue","Command Respect","Blue","Heavy Hitters","HVY073",,Rainbow,,2,,,0,
"command-respect-blue","Command Respect","Blue","Victor Blitz Deck","VIC022",,,,,,,,
"command-respect-blue","Command Respect","Blue","Betsy Blitz Deck","BET019",,,,,,,,
"commanding-performance-red","Commanding Performance","Red","Heavy Hitters","HVY104",,,,1,,,0,
"commanding-performance-red","Commanding Performance","Red","Heavy Hitters","HVY104",,Rainbow,,0,,,0,
"companion-of-the-claw-red","Companion of the Claw","Red","Part the Mistveil","MST057",,,,11,,,10,
"companion-of-the-claw-red","Companion of the Claw","Red","Part the Mistveil","MST057",,Rainbow,,2,,,0,
"companion-of-the-claw-red","Companion of the Claw","Red","Zen Blitz Deck","ZEN008",,,,,,,,
"companion-of-the-claw-yellow","Companion of the Claw","Yellow","Part the Mistveil","MST058",,,,6,,,4,
"companion-of-the-claw-yellow","Companion of the Claw","Yellow","Part the Mistveil","MST058",,Rainbow,,1,,,0,
"companion-of-the-claw-blue","Companion of the Claw","Blue","Part the Mistveil","MST059",,,,11,,,9,
"companion-of-the-claw-blue","Companion of the Claw","Blue","Part the Mistveil","MST059",,Rainbow,,1,,,0,
"compass-of-sunken-depths","Compass of Sunken Depths","","Gravy Bones Silver Age Deck","SGB002",,,,,,,,
"compass-of-sunken-depths","Compass of Sunken Depths","","High Seas","SEA045",,,,23,,,22,
"compass-of-sunken-depths","Compass of Sunken Depths","","Armory Deck: Gravy Bones","AGB003",,,,,,,,
"compass-of-sunken-depths","Compass of Sunken Depths","","GEM","GEM037",,Cold,,,,,,
"compass-of-sunken-depths","Compass of Sunken Depths","","Promos","LGS398",,Rainbow,,,,,,
"compounding-anger-red","Compounding Anger","Red","The Hunted","HNT151",,,,2,,,0,
"compounding-anger-red","Compounding Anger","Red","The Hunted","HNT151",,Rainbow,,1,,,0,
"compounding-anger-red","Compounding Anger","Red","Promos","FAB321",,Rainbow,Extended Art,,,,,
"concealed-blade-blue","Concealed Blade","Blue","Outsiders","OUT143",,,,0,,,,
"concealed-blade-blue","Concealed Blade","Blue","Outsiders","OUT143",,Rainbow,,0,,,,
"concealed-nerve-gas","Concealed Nerve Gas","","Compendium of Rathe","PEN079",,,,1,,,0,
"concealed-nerve-gas","Concealed Nerve Gas","","Compendium of Rathe","PEN079",,Cold,,0,,,0,
"concealed-object-blue","Concealed Object","Blue","Lyath Silver Age Deck","SLY031",,,,,,,,
"concealed-object-blue","Concealed Object","Blue","Super Slam","SUP097",,,,0,,,,
"concealed-object-blue","Concealed Object","Blue","Super Slam","SUP097",,Cold,,0,,,,
"concealed-pathogen","Concealed Pathogen","","Compendium of Rathe","PEN080",,,,2,,,1,
"concealed-pathogen","Concealed Pathogen","","Compendium of Rathe","PEN080",,Cold,,0,,,0,
"concealed-sedative","Concealed Sedative","","Compendium of Rathe","PEN081",,,,2,,,1,
"concealed-sedative","Concealed Sedative","","Compendium of Rathe","PEN081",,Cold,,0,,,0,
"concoct-disorder-red","Concoct Disorder","Red","Arakni Silver Age Deck","SAR011",,,,,,,,
"concoct-disorder-red","Concoct Disorder","Red","Compendium of Rathe","PEN279",,,,2,,,0,
"concoct-disorder-red","Concoct Disorder","Red","Compendium of Rathe","PEN279",,Rainbow,,0,,,0,
"concoct-disorder-yellow","Concoct Disorder","Yellow","Compendium of Rathe","PEN280",,,,3,,,1,
"concoct-disorder-yellow","Concoct Disorder","Yellow","Compendium of Rathe","PEN280",,Rainbow,,1,,,0,
"concoct-disorder-blue","Concoct Disorder","Blue","Compendium of Rathe","PEN281",,,,3,,,2,
"concoct-disorder-blue","Concoct Disorder","Blue","Compendium of Rathe","PEN281",,Rainbow,,2,,,0,
"concuss-red","Concuss","Red","1st Strike: Terra","TER010",,,,,,,,
"concuss-red","Concuss","Red","Heavy Hitters","HVY074",,,,8,,,5,
"concuss-red","Concuss","Red","Heavy Hitters","HVY074",,Rainbow,,0,,,0,
"concuss-red","Concuss","Red","Victor Blitz Deck","VIC009",,,,,,,,
"concuss-red","Concuss","Red","Betsy Blitz Deck","BET009",,,,,,,,
"concuss-yellow","Concuss","Yellow","Heavy Hitters","HVY075",,,,9,,,7,
"concuss-yellow","Concuss","Yellow","Heavy Hitters","HVY075",,Rainbow,,1,,,0,
"concuss-blue","Concuss","Blue","1st Strike: Terra","TER023",,,,,,,,
"concuss-blue","Concuss","Blue","Heavy Hitters","HVY076",,,,10,,,8,
"concuss-blue","Concuss","Blue","Heavy Hitters","HVY076",,Rainbow,,1,,,0,
"concuss-blue","Concuss","Blue","Victor Blitz Deck","VIC023",,,,,,,,
"concuss-blue","Concuss","Blue","Betsy Blitz Deck","BET020",,,,,,,,
"condemn-to-slaughter-red","Condemn to Slaughter","Red","Viserai Silver Age Deck","SVI020",,,,,,,,
"condemn-to-slaughter-red","Condemn to Slaughter","Red","Armory Deck Legends: Viserai","AVS013",,,,,,,,
"condemn-to-slaughter-red","Condemn to Slaughter","Red","Rosetta","ROS127",,,,3,,,0,
"condemn-to-slaughter-red","Condemn to Slaughter","Red","Rosetta","ROS127",,Rainbow,,0,,,0,
"condemn-to-slaughter-yellow","Condemn to Slaughter","Yellow","Rosetta","ROS128",,,,4,,,1,
"condemn-to-slaughter-yellow","Condemn to Slaughter","Yellow","Rosetta","ROS128",,Rainbow,,0,,,0,
"condemn-to-slaughter-blue","Condemn to Slaughter","Blue","Viserai Silver Age Deck","SVI029",,,,,,,,
"condemn-to-slaughter-blue","Condemn to Slaughter","Blue","Rosetta","ROS129",,,,3,,,0,
"condemn-to-slaughter-blue","Condemn to Slaughter","Blue","Rosetta","ROS129",,Rainbow,,0,,,0,
"condemn-to-slaughter-blue","Condemn to Slaughter","Blue","Florian Blitz Deck","FLR025",,,,,,,,
"conduit-of-frostburn","Conduit of Frostburn","","Uprising","UPR125",,,,6,,,6,
"conduit-of-frostburn","Conduit of Frostburn","","Uprising","UPR125",,Cold,,0,,,0,
"conduit-of-frostburn","Conduit of Frostburn","","Uprising","UPR125",,Rainbow,,1,,,0,
"confidence","Confidence","","Lyath Silver Age Deck","SLY034",,,,,,,,
"confidence","Confidence","","Armory Deck: Pleiades","APS031",,,,,,,,
"confidence","Confidence","","Super Slam","SUP239",,,,0,,,,
"confidence","Confidence","","Promos","FAB394",,Cold,Full Art,,,,,
"conflicting-thoughts-red","Conflicting Thoughts","Red","Omens of the Third Age","OMN219",,,,3,,,0,
"conflicting-thoughts-red","Conflicting Thoughts","Red","Omens of the Third Age","OMN219",,Rainbow,,0,,,0,
"conflicting-thoughts-red","Conflicting Thoughts","Red","GEM","GEM175",,,Extended Art,,,,,
"conflicting-thoughts-red","Conflicting Thoughts","Red","GEM","GEM175",,Rainbow,Extended Art,,,,,
"conflicting-thoughts-yellow","Conflicting Thoughts","Yellow","Omens of the Third Age","OMN220",,,,3,,,0,
"conflicting-thoughts-yellow","Conflicting Thoughts","Yellow","Omens of the Third Age","OMN220",,Rainbow,,0,,,0,
"conflicting-thoughts-blue","Conflicting Thoughts","Blue","Omens of the Third Age","OMN221",,,,2,,,0,
"conflicting-thoughts-blue","Conflicting Thoughts","Blue","Omens of the Third Age","OMN221",,Rainbow,,1,,,0,
"confront-adversity","Confront Adversity","","Heavy Hitters","HVY199",,,,8,,,7,
"confront-adversity","Confront Adversity","","Heavy Hitters","HVY199",,Cold,,0,,,0,
"conquer-the-icy-terrain-red","Conquer the Icy Terrain","Red","Compendium of Rathe","PEN231",,,,2,,,0,
"conquer-the-icy-terrain-red","Conquer the Icy Terrain","Red","Compendium of Rathe","PEN231",,Rainbow,,0,,,0,
"conquer-the-icy-terrain-red","Conquer the Icy Terrain","Red","GEM","GEM134",,,Extended Art,1,,,,
"conquer-the-icy-terrain-red","Conquer the Icy Terrain","Red","GEM","GEM134",,Rainbow,Extended Art,1,,,,
"conquer-the-icy-terrain-yellow","Conquer the Icy Terrain","Yellow","Compendium of Rathe","PEN232",,,,3,,,2,
"conquer-the-icy-terrain-yellow","Conquer the Icy Terrain","Yellow","Compendium of Rathe","PEN232",,Rainbow,,2,,,0,
"conquer-the-icy-terrain-blue","Conquer the Icy Terrain","Blue","Compendium of Rathe","PEN233",,,,2,,,0,
"conquer-the-icy-terrain-blue","Conquer the Icy Terrain","Blue","Compendium of Rathe","PEN233",,Rainbow,,1,,,0,
"conqueror-of-the-high-seas-red","Conqueror of the High Seas","Red","High Seas","SEA130",,,,3,,,0,
"conqueror-of-the-high-seas-red","Conqueror of the High Seas","Red","High Seas","SEA130",,Rainbow,,0,,,0,
"conqueror-of-the-high-seas-red","Conqueror of the High Seas","Red","High Seas","SEA130",,Cold,Alternate Border,,,,,
"conqueror-of-the-high-seas-red","Conqueror of the High Seas","Red","Promos","FAB355",,Rainbow,Extended Art,,,,,
"consign-to-cosmos--shock-yellow","Consign to Cosmos // Shock","Yellow","High Seas","SEA259",,,,0,,,0,
"consign-to-cosmos--shock-yellow","Consign to Cosmos // Shock","Yellow","High Seas","SEA259",,Rainbow,,1,,,0,
"constella-contemplation-yellow","Constella Contemplation","Yellow","Omens of the Third Age","OMN130",,,,3,,,1,
"constella-contemplation-yellow","Constella Contemplation","Yellow","Omens of the Third Age","OMN130",,Rainbow,,1,,,0,
"constella-contemplation-yellow","Constella Contemplation","Yellow","GEM","GEM156",,,Extended Art,,,,,
"constella-contemplation-yellow","Constella Contemplation","Yellow","GEM","GEM156",,Rainbow,Extended Art,,,,,
"constella-flowslide-yellow","Constella Flowslide","Yellow","Omens of the Third Age","OMN131",,,,5,,,2,
"constella-flowslide-yellow","Constella Flowslide","Yellow","Omens of the Third Age","OMN131",,Rainbow,,0,,,0,
"constella-flowslide-yellow","Constella Flowslide","Yellow","GEM","GEM157",,,Extended Art,,,,,
"constella-flowslide-yellow","Constella Flowslide","Yellow","GEM","GEM157",,Rainbow,Extended Art,,,,,
"constella-tiara","Constella Tiara","","Omens of the Third Age","OMN142",,,,5,,,4,
"constella-tiara","Constella Tiara","","Omens of the Third Age","OMN142",,Cold,,0,,,0,
"constella-uplift-yellow","Constella Uplift","Yellow","Omens of the Third Age","OMN132",,,,4,,,1,
"constella-uplift-yellow","Constella Uplift","Yellow","Omens of the Third Age","OMN132",,Rainbow,,0,,,0,
"constella-uplift-yellow","Constella Uplift","Yellow","GEM","GEM158",,,Extended Art,,,,,
"constella-uplift-yellow","Constella Uplift","Yellow","GEM","GEM158",,Rainbow,Extended Art,,,,,
"constella-waves","Constella Waves","","Omens of the Third Age","OMN097",,,,4,,,4,
"constella-waves","Constella Waves","","Omens of the Third Age","OMN097",,Cold,,1,,,0,
"construct-bank-breaker-yellow","Construct Bank Breaker","Yellow","Armory Deck: Maxx","AMX022",,,,,,,,
"construct-nitro-mechanoid-yellow","Construct Nitro Mechanoid","Yellow","Dynasty","DYN092",,Cold,,0,,,0,
"construct-nitro-mechanoid-yellow","Construct Nitro Mechanoid","Yellow","Dynasty","DYN092",,Rainbow,,1,,,0,
"construct-nitro-mechanoid-yellow","Construct Nitro Mechanoid","Yellow","Dynasty","DYN092",,Cold,Extended Art,0,,,0,
"construct-nitro-mechanoid-yellow","Construct Nitro Mechanoid","Yellow","GEM","GEM119",,,Full Art,,,,,
"consuming-aftermath-red","Consuming Aftermath","Red","Monarch","MON195",Unlimited,,,3,,,0,
"consuming-aftermath-red","Consuming Aftermath","Red","Monarch","MON195",Unlimited,Rainbow,,0,,,0,
"consuming-aftermath-red","Consuming Aftermath","Red","Monarch","MON195",First,,,,,,,
"consuming-aftermath-red","Consuming Aftermath","Red","Monarch","MON195",First,Rainbow,,,,,,
"consuming-aftermath-red","Consuming Aftermath","Red","Levia Blitz Deck","LEV023",,,,,,,,
"consuming-aftermath-yellow","Consuming Aftermath","Yellow","Monarch","MON196",Unlimited,,,3,,,0,
"consuming-aftermath-yellow","Consuming Aftermath","Yellow","Monarch","MON196",Unlimited,Rainbow,,0,,,0,
"consuming-aftermath-yellow","Consuming Aftermath","Yellow","Monarch","MON196",First,,,,,,,
"consuming-aftermath-yellow","Consuming Aftermath","Yellow","Monarch","MON196",First,Rainbow,,,,,,
"consuming-aftermath-blue","Consuming Aftermath","Blue","Monarch","MON197",Unlimited,,,3,,,0,
"consuming-aftermath-blue","Consuming Aftermath","Blue","Monarch","MON197",Unlimited,Rainbow,,0,,,0,
"consuming-aftermath-blue","Consuming Aftermath","Blue","Monarch","MON197",First,,,,,,,
"consuming-aftermath-blue","Consuming Aftermath","Blue","Monarch","MON197",First,Rainbow,,,,,,
"consuming-volition-red","Consuming Volition","Red","Rosetta","ROS137",,,,5,,,4,
"consuming-volition-red","Consuming Volition","Red","Chane Blitz Deck","CHN025",,,,,,,,
"consuming-volition-red","Consuming Volition","Red","Crucible of War","CRU148",Unlimited,,,5,,,3,
"consuming-volition-red","Consuming Volition","Red","Crucible of War","CRU148",Unlimited,Rainbow,,1,,,0,
"consuming-volition-red","Consuming Volition","Red","Crucible of War","CRU148",First,,,,,,,
"consuming-volition-red","Consuming Volition","Red","Crucible of War","CRU148",First,Rainbow,,,,,,
"consuming-volition-yellow","Consuming Volition","Yellow","Rosetta","ROS138",,,,5,,,4,
"consuming-volition-yellow","Consuming Volition","Yellow","Crucible of War","CRU149",Unlimited,,,3,,,1,
"consuming-volition-yellow","Consuming Volition","Yellow","Crucible of War","CRU149",Unlimited,Rainbow,,1,,,0,
"consuming-volition-yellow","Consuming Volition","Yellow","Crucible of War","CRU149",First,,,,,,,
"consuming-volition-yellow","Consuming Volition","Yellow","Crucible of War","CRU149",First,Rainbow,,,,,,
"consuming-volition-blue","Consuming Volition","Blue","Rosetta","ROS139",,,,5,,,4,
"consuming-volition-blue","Consuming Volition","Blue","Crucible of War","CRU150",Unlimited,,,3,,,0,
